gram_0,gram_1
constant,prattling
council,meeting
thought,perfectly
necessity,working
stripped,dignity
shamed,confined
sparrow,queen
sparrow,seized
full,well
dirty,peasant
margaery,make
margaery,repent
second,largest
queen,margaery
back,crown
ordered,take
militant,fear
armies,come
thing,anyone
sparrow,custody
back,tommen
king,angry
people,took
many,friends
died,trying
little,cunt
1,000
us,one
father,dead
show,pyke
ironborn,wants
gone,long
good,price
family,long
men,always
want,give
better,talker
hard,get
bastard,jon
thousands,wildlings
bastard,trouble
ride,north
wildling,man
soldiers,take
wild,little
eyes,sockets
winterfell,warden
say,5
children,old
last,true
taken,home
back,winterfell
corrections,font
color,ec14bd
escaped,winterfell
north,knights
moat,cailin
like,hear
face,face
could,still
sansa,asked
know,ramsay
knew,everyone
mistake,horrible
supposed,talk
brothel,keepers
tender,heart
feel,body
monsters,murdered
monsters,murdered
back,moat
take,back
anything,undo
say,one
uncle,brynden
remains,tully
may,come
one,us
first,faceless
slaves,mines
faced,god
taught,others
served,many
masters,overseers
free,city
calls,lady
theater,sheelba
given,second
big,hairy
tusks,dug
come,father
winds,winter
alone,cold
time,learn
brightest,fellow
north,right
along,give
people,good
people,may
friend,shall
rehearse,wedding
two,fucking
love,someone
get,wine
know,going
crane,one
could,use
like,decent
come,wicked
lady,crane
must,decide
presence,drowned
new,king
things,never
made,mark
lords,westeros
raids,buzz
enough,become
us,humiliate
right,back
male,heir
living,son
managed,fuck
think,woman
first,act
man,killed
right,rope
us,two
killing,years
heard,gallivanting
thing,start
lords,westeros
ready,bring
largest,fleet
idea,except
great,lords
large,dragons
seduce,dragon
going,take
euron,servant
king,euron
sea,wash
old,euron
lungs,fill
fish,eat
may,never
may,never
may,never
every,tree
saw,timber
every,man
every,woman
happens,goes
obey,commands
command,find
fortnight,since
killings,carried
masters,butchered
say,fragile
city,brink
know,daenerys
harpy,good
even,better
dragons,breaker
know,brought
know,brought
someone,people
know,bought
like,quite
personal,experience
could,somehow
stormborn,one
reborn,remake
fire,made
purify,nonbelievers
sins,flesh
avoid,purifying
dragons,followers
queen,worshipped
sent,lead
great,war
named,stannis
one,one
king,landing
winterfell,time
support,could
hard,fanatic
women,make
honest,servants
healthy,skepticism
things,happen
happened,lord
second,rate
tossed,parts
voice,call
name,one
survive,need
winterfell,need
gave,rickon
knowing,another
stark,beheaded
know,north
always,said
know,north
bravest,want
children,skinned
going,convince
believe,fight
still,risk
harbor,ramsay
every,bit
us,boltons
tullys,still
received,raven
would,mean
starts,look
red,woman
looking,leader
asked,learned
like,wolf
like,one
gate,lord
ahem,close
maybe,home
bacon,blood
keep,kingsroad
door,come
color,ec14bd
color,ec14bd
sorts,trees
elm,beech
seeing,autumn
find,green
ever,come
made,renounce
feel,welcome
expect,introducing
little,sam
large,piece
make,man
good,subject
says,marry
teeth,enough
um,mother
know,lady
wanting,bath
one,bedrooms
gods,predispose
devoted,poor
thing,admitting
yes,visited
soup,made
gave,really
time,think
let,go
later,one
cure,one
deer,elk
friend,jon
good,hunter
man,lord
taught,daughters
would,never
father,could
would,care
south,orders
night,watch
resembling,man
stay,soft
life,reading
still,sit
maester,night
eyes,way
dagger,walker
life,save
warrior,either
watch,came
kingdoms,waged
hosting,one
go,firstborn
lord,tarly
mole,town
whore,seduced
night,ever
let,treat
turn,little
good,people
toast,new
uncle,share
long,deep
drink,shall
found,lasting
prayer,cruel
another,day
darkest,day
soon,send
see,truth
tywin,lannister
wife,taken
child,ever
across,narrow
gentlemen,give
times,seen
players,came
painted,faces
young,lovers
joined,next
farting,belching
loves,son
could,say
want,kill
adored,people
poor,noble
blind,eye
margaery,ser
king,tommen
recognize,authority
insulted,one
last,sparrow
tyrell,walks
please,every
margaery,already
live,king
pillars,upon
restore,seven
faith,attack
attacks,crown
lord,commander
kingsguard,since
decision,matter
months,sept
house,king
blackfish,red
hall,let
back,taken
fair,blame
years,kissed
oaths,stinking
10,times
without,banners
supply,trains
withstand,siege
excuses,put
world,choke
robb,stark
married,red
walder,frey
could,last
elsewhere,head
bag,gold
best,killers
sept,remove
sparrow,head
people,tear
high,sparrow
head,army
men,loyalties
stupid,little
eyed,raven
eyed,raven
climb,castle
letter,jon
lost,beyond
ranging,party
walker,stabbed
walker,magic
made,walkers
dragonglass,plunged
way,world
days,ride
ships,need
000,ships
meereen,sail
sit,chair
color,ec14bd
never,seen
men,take
men,bit
thought,dead
na,give
gon,na
die,dozen
talking,different
plenty,pious
know,word
got,plans
three,verse
water,rounds
jagged,woman
man,brute
salves,husband
sings,son
every,verse
mother,mercy
disgust,us
us,look
mentioned,since
true,path
still,walk
grandmother,follows
thorns,remarkable
teach,new
unella,true
men,stroll
use,good
could,punished
hope,confess
allow,return
highgarden,future
says,must
serve,husband
comfort,prayer
fight,king
meat,night
charred,bones
tribes,hundreds
half,women
beat,going
killed,spoke
last,free
leaving,king
sparrow,rules
ancient,houses
every,single
army,fanatics
worst,person
age,hard
vile,stand
granddaughter,dragged
wretched,city
zealot,throws
needs,teach
knights,get
instincts,officer
saying,bigger
command,lannister
fight,us
niece,throat
castle,cut
set,proper
8,000
thing,friends
edmure,bathed
prisoner,house
makes,threats
say,threatened
shut,mouth
command,take
like,take
time,blackfish
army,gates
start,digging
pickets,every
double,time
fighting,brother
uncle,castle
great,warrior
enough,small
baratheon,garrisoned
letter,wrote
island,knows
north,whose
sister,ask
bolton,allowed
holds,brother
responsible,bear
one,mormont
lady,house
ser,davos
thought,find
many,lives
house,time
lord,commander
jon,successor
meant,giving
mormont,jon
war,squabbling
fought,fist
boltons,hold
north,stand
protect,people
mormont,kept
fighting,men
man,bear
strength,10
vow,gave
belongs,house
king,tommen
marked,death
kill,every
oathbreakers,like
living,men
castle,ready
provisions,two
intention,saving
see,person
glover,could
back,castle
skinned,even
houses,pledged
ravens,houses
force,made
glover,abandon
remind,house
answer,called
family,served
heard,father
lord,castle
wife,children
iron,islands
hurt,little
uncle,euron
big,world
watching,cower
theon,greyjoy
away,never
justice,burnt
knife,cut
na,sail
na,make
na,take
last,night
na,go
camped,way
storm,could
snows,defeated
hornwoods,143
chance,careful
62,men
davos,reason
castle,cerwyn
friends,would
orders,matter
young,lads
woman,screaming
us,animals
young,boy
stare,dark
mother,screaming
screaming,rest
never,bring
little,goodness
late,stop
late,come
gods,answer
dark,full
steel,even
people,know
disease,spreading
enough,work
na,cold
even,ale
iron,fleet
anywhere,near
book,passage
color,ec14bd
blue,eyes
vengeance,sansa
amongst,lions
soon,send
see,truth
tywin,lannister
child,ever
liked,bad
home,wherever
time,finding
moving,pentos
feeling,good
need,new
could,remember
east,westeros
soup,kill
gatins,right
know,kiss
left,hand
hand,holds
middle,finger
smells,like
come,back
beard,straight
like,man
broken,many
famous,dwarf
several,members
entry,red
tortured,way
inside,red
holiness,high
speak,great
see,red
could,stay
man,step
tell,high
like,siege
military,mind
inform,ser
bit,old
women,look
working,little
one,magic
old,cunt
different,sort
learn,sort
let,start
feet,yard
number,one
girls,like
know,many
sister,wants
still,suspect
sansa,desires
rightful,position
plan,taking
defended,tully
rebels,fighting
granted,freys
betraying,robb
riverrun,without
south,mission
enter,riverrun
try,persuade
abandon,ancestral
lead,tully
talk,sense
wants,die
safe,passage
last,thing
persuade,blackfish
compels,fight
three,times
letter,niece
wants,try
abandoning,family
word,honor
stand,lannisters
longer,one
permission,cross
sword,gold
jaime,kept
find,sansa
men,help
well,take
get,raven
pillars,hold
holiness,high
great,sept
day,festival
decided,day
devised,corrupt
avoid,true
lannister,loras
trial,seven
ago,city
old,shits
drinking,disrespecting
stormborn,mother
chains,long
day,queen
friends,could
joke,missandei
lords,walk
outraged,shoves
plucks,fly
lannisters,thought
like,story
supposed,make
translators,sinking
says,shout
joke,ever
way,freys
birth,deserves
properly,fed
never,surrender
sired,wedding
first,night
rooms,casterly
boy,knights
man,shoved
head,rock
stark,hated
strong,talk
back,take
lived,get
since,murdered
people,murdered
decide,let
serve,lord
fucking,kingslayer
drawbridge,open
forces,within
lord,given
irons,hand
pride,fight
sansa,far
sword,fight
make,damn
could,mount
beach,masters
place,city
nearby,sept
good,name
arrow,bloody
girls,tried
two,three
would,killed
light,keeping
failed,drunk
bring,back
horrible,shit
winds,rising
good,men
time,saw
light,gave
started,yammering
bad,young
fighting,destroy
help,lot
job,would
faced,god
arya,stark
color,ec14bd
believe,hand
little,animal
bull,head
way,game
make,sure
found,proper
questions,bad
watch,take
know,way
wind,pray
stark,honored
father,loathes
one,black
deal,pig
heard,three
find,ships
harm,would
stannis,renly
mance,rayder
dreams,last
put,spear
joy,kill
maester,show
time,scouts
3,take
go,back
sending,us
man,2
gives,man
may,never
would,love
picked,king
picked,tywin
see,us
used,get
man,ever
say,wrong
eyrie,soon
need,actual
hold,came
seem,like
live,lady
lovely,match
touched,targaryen
come,steal
suspicions,lord
bert,duty
myr,went
could,last
bed,put
na,make
day,ride
come,back
see,worth
boys,live
tonight,new
meryn,ser
two,best
na,hear
us,back
maybe,pick
return,casterly
fine,men
gods,look
never,good
saying,took
jaime,go
never,good
cuts,like
help,poor
going,right
like,good
country,gone
sword,fights
seen,since
allow,see
lose,single
smart,trust
send,daughters
go,back
stupid,cunt
tyrell,good
join,night
running,bit
shooting,two
20,children
go,war
braavos,would
many,faced
miss,casterly
early,day
fighter,ever
land,man
loras,house
never,attacked
walk,among
sure,one
flown,halfway
happens,people
60,years
tart,tongued
looking,fat
girl,leave
find,high
fraud,mile
laws,must
duncan,hold
back,empty
let,see
man,balls
sleek,bit
get,run
never,stay
even,said
leave,alone
might,neighbors
says,boy
would,go
big,tits
meant,frighten
told,us
carry,token
000,gold
best,make
lord,command
mind,following
use,decent
bit,grubby
finest,castles
take,black
known,mad
eye,brown
side,side
like,red
ser,hugh
go,watch
cook,whelped
shh,shh
robert,wanted
raven,put
bad,man
like,old
septa,start
give,seven
words,poison
pleaded,sweetly
lannister,marches
cunt,three
good,port
night,march
told,us
yo,wish
na,help
like,fair
luck,keeping
pledged,life
vale,stands
bolton,lord
go,away
davos,red
table,making
castle,better
fucker,tough
know,real
hiding,like
never,ran
people,hungry
morning,hour
wants,hit
oath,catelyn
never,hear
2,aye
font,color
na,wash
dark,full
haj,khalakka
00ff00,♪
font,color
red,house
red,house
help,ser
better,fool
lost,beloved
name,day
long,summer
winter,pycelle
wheat,five
refugees,grace
watch,lord
lands,generosity
named,lord
like,know
ned,stark
haunt,family
get,uncle
head,let
may,old
mortared,time
tower,torrhen
looks,like
wind,howling
sleep,beneath
masons,week
old,gods
robb,win
fools,say
rule,seven
say,color
means,one
would,die
even,red
kill,us
stark,three
good,wine
wet,twat
little,bastard
dornish,wine
made,castle
living,alone
free,die
jealous,old
chose,path
beneath,roof
hand,one
light,come
light,upon
dark,full
breath,winter
burning,sword
cast,light
dark,full
upon,honor
left,trueborn
brother,jaime
jaime,lannister
blood,day
ser,jaime
man,still
claim,iron
men,declare
learned,truth
letter,every
claim,ignorance
make,peace
renly,calls
beg,lord
lord,light
join,forces
northern,half
thieves,according
robb,stark
god,old
light,watch
honor,one
full,terrors
know,within
receive,raven
rich,beyond
destroyed,root
baratheon,neither
stark,lost
gossip,like
cousins,king
dead,bodies
liars,bad
liar,ever
changes,make
youngest,daughter
north,report
say,lannisters
time,trusting
home,prominent
even,brothers
often,forget
peace,meet
must,release
bones,must
beside,brother
regent,must
son,meet
reject,terms
landing,without
men,know
king,robert
rats,live
war,end
rebel,mothered
sansa,queen
baratheon,since
beginning,shut
match,vines
jaime,back
armies,task
stark,uncle
lie,uncle
bawdy,house
really,lid
search,every
look,every
font,color
geirdm,alice
jaqen,h
bunghole,fuck
none,us
collector,look
belong,night
reach,kings
spider,arse
around,knows
always,needed
long,way
city,tell
earn,king
home,along
terrible,head
creature,working
varys,likes
lord,varys
friend,able
secrets,good
eat,little
time,part
bones,back
morning,castle
killing,started
asks,send
rising,dead
one,dead
wall,come
thing,separates
brave,men
holding,left
whole,bed
greedy,one
sight,woman
next,farm
time,six
risk,lives
deeper,wildling
woman,leading
cabin,felt
excited,since
places,breed
much,every
whose,killed
acquired,elysium
pleasure,houses
offered,tremendous
lovely,sad
never,occur
used,fine
must,keep
depended,killing
want,murder
rumors,brother
bastards,better
ned,stark
hand,king
last,hand
east,watch
long,walk
uncomfortable,sort
new,commander
infant,girl
caught,middle
mile,battle
kill,another
know,battles
tell,gendry
huge,pain
came,first
came,weeks
gold,hatted
cock,take
free,rides
castle,tonight
pleasure,make
boy,sends
put,true
command,eldest
islands,spent
treasury,king
throne,stannis
man,worst
never,set
kingdoms,honorable
smugglers,must
leave,harbor
pirates,grow
last,years
cheesemongers,midanese
greatest,city
long,men
good,name
queen,fuck
landing,rape
people,tell
god,woman
true,believer
fingers,fall
already,know
slynt,commander
hand,father
difficult,rule
starve,winter
foes,gave
one,one
according,stannis
ever,match
mother,open
men,know
prefer,fighting
old,friend
gold,never
shines,young
fire,purest
hundred,thousand
allegiance,rightly
side,greater
landing,without
give,lord
geirdm,alice
00ff00,♪
font,color
time,monster
men,like
mouth,made
used,tell
100,wears
try,hand
wish,hidden
life,special
mighty,force
loras,bested
bring,lady
son,robb
wife,margaery
justice,done
tywin,lannister
wants,pact
like,knight
lady,catelyn
today,lady
fat,little
pillage,old
across,green
yield,us
defy,us
take,30
raid,fishing
north,would
knee,robert
like,dog
shh,keep
bring,castle
new,gown
king,sight
kill,sansa
empty,chamber
1,000
forge,new
often,sealed
house,martell
wed,youngest
northern,army
princess,myrcella
sing,song
bringing,vale
well,matter
snigger,behind
virgins,two
let,sell
paper,father
myrcella,city
raped,butchered
little,head
consecrate,faith
rots,northern
never,release
see,beloved
varys,giving
planned,wed
made,sure
lady,sansa
grows,smaller
serving,past
ned,stark
men,sit
bids,sellsword
men,believe
chins,girls
name,every
riding,back
deep,willem
north,look
lorch,sworn
font,color
00ff00,♪
font,color
dead,every
tywin,lannister
naked,man
men,needs
side,family
grew,near
hands,months
brother,done
stafford,lannister
send,brother
stark,hear
beats,helpless
pretty,white
girl,something
battle,half
ever,told
grace,presence
time,ser
joffrey,one
may,survive
wick,cure
day,pick
pain,spoil
body,even
come,oozing
one,minute
friends,court
ned,stark
hope,retain
facing,protracted
learn,way
officers,stages
favors,side
entering,grace
girl,always
marriage,seems
qartheen,shut
given,us
family,crypts
thought,find
fire,priestess
religion,old
would,knock
beside,brother
integrity,cost
denies,dorne
deny,death
deny,mother
friends,man
cloth,make
bolts,cloth
horde,approaching
fed,would
seen,living
away,burn
burn,city
lord,lannister
tomorrow,lord
bodies,skilled
grand,maester
wine,helps
gives,command
great,many
dusk,till
lavender,oil
tywin,named
spreading,open
tell,beg
harmed,single
one,table
good,since
told,leap
ser,davos
dark,ser
font,color
raid,fishing
jaqen,h
00ff00,♪
font,color
calling,king
lands,north
swore,robert
held,kingdoms
end,war
sets,foot
catelyn,stark
army,flocking
stannis,superiority
outspend,three
raised,much
daughter,crate
personal,charge
specifically,king
may,ask
urges,give
already,stored
tell,friend
anything,happen
know,people
need,hear
fled,like
sitting,iron
men,secure
work,lannisters
doorstep,take
landing,side
reason,doubt
means,telling
orders,ear
landing,without
cut,ways
actually,able
robb,stark
sister,bed
prancing,bloodstained
pulling,king
balon,balls
much,use
much,use
captain,real
wait,deck
dump,halfway
far,torrhen
got,word
send,men
winter,better
growing,discontent
growing,discontent
warfare,men
let,wake
wife,must
mind,send
girl,would
longaxes,beneath
battle,back
talk,secret
takes,lovely
deaths,red
spent,half
pass,snows
westeros,first
find,places
get,away
horn,three
old,sailor
stone,even
hot,melts
many,crazy
carts,around
claims,jars
catapults,flung
real,soldiers
target,one
seen,battle
men,shit
cunts,trying
wars,magic
royal,sister
stannis,baratheon
advisor,wisdom
could,lay
rich,man
like,real
market,like
statue,heavy
rest,pure
say,thing
better,men
killing,better
xaro,baubles
host,house
slow,deaths
squint,dusty
blue,minds
tell,robb
one,following
robb,enemies
always,place
away,fighting
orphan,boys
go,ride
barely,40
party,led
paid,tywin
lord,call
crazy,things
around,better
coming,fire
rayder,plenty
like,deer
teach,way
like,join
tough,old
jon,duties
make,better
tell,man
sea,take
like,piece
normally,cares
made,valyrian
horses,ships
never,owned
war,one
kings,destroying
need,support
lives,rotting
become,rich
hard,way
seems,like
deny,gentle
go,without
font,color
let,sell
host,house
like,join
deaths,red
everyone,call
far,torrhen
got,word
send,men
torrhen,square
barely,40
00ff00,♪
font,color
www,opensubtitles
walls,grappling
people,together
steaming,sack
ancient,crown
well,right
served,ned
send,raven
500,men
learned,address
way,back
grieves,meet
honor,back
stark,men
fighting,war
raised,among
faithfully,old
keep,mouth
anymore,little
would,come
know,wild
cave,hide
men,fell
know,place
end,cause
little,warmer
feel,like
goat,fuckers
damon,house
marlyn,house
history,greater
son,life
next,battle
renly,baratheon
man,alive
declared,surviving
rebelled,iron
bite,tongue
chance,bury
build,big
killed,one
never,catch
guide,princess
pray,love
like,love
little,cat
cried,left
prince,back
give,us
pie,decided
get,uncle
go,find
second,wealthiest
daxos,far
far,lovelier
something,eat
one,port
retake,iron
say,take
based,wishes
mopatis,magister
three,petrified
since,dragons
people,thought
blood,old
heard,tell
every,day
nearly,destroyed
man,exactly
thing,happen
still,bit
birth,always
sold,lace
would,deny
castle,skeleton
word,bastard
men,retake
back,north
honored,bring
bran,rickon
trust,word
refuses,bad
offers,single
work,loading
font,color
subtitles,searcher
00ff00,♪
font,color
come,find
seems,similar
value,alive
force,retake
always,said
tree,better
climb,tree
want,man
little,brother
along,put
way,man
men,last
fools,look
means,choose
refuse,lord
thought,castle
withstand,attack
could,marched
dragon,fire
roasted,alive
alive,still
sword,called
met,literate
courage,chase
stark,winterfell
inside,vault
xhoan,daxos
live,stone
tell,us
rayder,lead
streams,fish
find,woman
claw,eyes
see,ser
pen,occupied
turpentine,oil
root,fever
amputate,foot
finding,know
men,treated
come,inside
man,find
search,fresh
fool,eunuch
1,000
banners,shout
world,without
till,get
master,king
turn,back
tell,jon
thought,would
princes,princesses
labored,day
would,flee
pycelle,army
allowed,birthing
make,happy
gotten,little
willem,frey
big,jobs
dirt,along
even,see
never,faintest
someone,squire
16,year
breed,good
sail,past
doom,must
leave,comfort
gates,minds
greatest,city
come,control
lord,eddark
make,demands
behalf,lady
wolf,later
read,one
fleet,spotted
acting,like
wants,joffrey
boy,whores
fool,enjoy
sister,hundreds
say,moments
stark,stupid
targaryen,born
good,decent
goodbye,lady
lord,karstark
vow,ever
one,vow
kingdoms,protector
old,dead
happen,served
whether,new
font,color
luwin,send
500,men
think,let
like,love
karstark,seem
happen,served
lord,means
00ff00,♪
font,color
approaching,man
castle,winterfell
home,ran
prisoners,made
killed,two
would,think
north,wants
half,dozen
ned,stark
dead,man
could,march
always,think
war,sing
following,go
captives,king
son,fighting
would,let
step,prison
guarded,day
send,pursuit
40,fastest
right,know
get,know
told,boring
beat,fair
men,like
day,find
landing,fall
heads,mounted
us,robb
lured,us
us,great
marching,casterly
night,march
time,kill
cherries,make
gates,hours
gon,na
snow,little
trusting,traitor
gold,cloak
defense,king
performance,last
sell,diamonds
sealed,steal
ch,vyalthan
meself,something
pits,end
would,go
greatest,ranger
never,get
pretend,never
wanted,somebody
gods,old
fine,jaqen
walk,gate
odd,little
capital,wicked
eldest,son
fiercely,seeing
behind,mother
secret,whores
liar,baby
bring,brother
think,safe
dare,hurt
know,march
lives,preparing
dance,latest
last,days
three,year
volantis,rhoyne
racing,little
coppers,east
head,told
masquerades,noble
live,slave
sour,cherries
us,set
reach,king
call,onion
fly,onion
tridents,something
lords,like
insult,behind
marching,battle
yoke,mad
end,500
end,renly
fought,day
little,black
storm,end
hold,storm
every,law
crabber,son
birds,north
greyjoy,captured
baratheon,sails
lands,shores
converse,two
queen,age
ned,stark
wants,enemies
goddess,16
beyond,red
world,least
city,warlocks
em,rot
man,silent
farm,doubled
last,place
font,color
hot,melts
many,crazy
grand,claims
could,never
son,battlefield
fiercely,seeing
instead,hiding
days,capital
us,robb
rock,full
reach,king
00ff00,♪
font,color
home,20
dodging,royal
royal,fleets
landing,choose
come,set
stannis,burn
brave,men
♪,spoke
er,halls
er,halls
know,third
us,cold
gon,na
every,boy
entirely,sure
miles,tunnels
city,withstand
many,captains
suited,battle
tell,stannis
curses,shape
provided,lord
powers,sit
bells,mean
wait,till
enough,come
robb,always
hand,king
tell,hound
would,like
able,give
baratheon,sacks
throne,puts
atop,gate
knows,breakfast
less,hates
groom,two
spikes,outside
small,folk
hope,become
beating,men
shut,little
1,000
welcome,party
arrows,come
dies,clean
tell,us
understand,treated
fight,sword
without,learning
coward,rest
ilyn,earlier
take,city
go,back
back,going
heave,men
heave,men
bring,back
bear,king
saw,king
sons,war
♪,gasps
save,sons
mother,lion
hear,howling
ts,wolves
man,back
font,color
lord,said
different,coat
gold,coat
still,claws
long,sharp
weep,ver
rains,weep
ago,first
captives,king
buy,life
help,friends
walk,gate
farm,doubled
last,place
dare,hurt
turn,minute
na,march
trusting,traitor
font,color
defeat,hands
baratheon,first
baelish,step
granted,castle
ask,anything
honor,joining
root,deep
tales,beauty
man,beheaded
brother,open
hold,betrothal
gladly,wed
boy,gives
tell,working
must,tried
one,could
feels,like
gave,kiss
northern,freedom
proud,serve
stuck,ass
river,market
dangerous,man
life,one
gates,seventh
tywin,lannister
blowing,cunt
stark,crushed
chance,man
went,way
home,real
god,every
wait,outside
back,iron
feet,past
built,lords
ancient,honorable
snow,cut
years,theon
pretend,anything
ironborn,man
slipped,beneath
woman,child
shores,seagard
us,lovers
fucking,horn
moore,tried
life,twice
tell,want
outside,door
firmly,hands
close,drowning
little,rich
make,jokes
boat,pentos
one,another
new,name
across,narrow
medicine,get
food,carry
mother,know
almost,every
wind,like
make,crows
rayder,invitation
king,beyond
leave,qarth
north,fight
shit,keep
tree,let
hope,life
font,color
00ff00,♪
font,color
seen,giant
man,straight
want,fly
slap,em
likes,live
cunt,killed
big,men
every,time
thought,king
sent,halfhand
us,jon
keep,way
take,baby
ago,first
side,fights
away,till
joffrey,head
pycelle,made
funny,man
owes,favor
girl,casterly
two,shining
little,girls
walk,sunshine
city,want
ships,promised
bottom,blackwater
fire,stannis
good,place
little,longer
wear,around
lines,1
lannister,tells
us,since
slaughtered,like
visit,wounded
assured,wounds
gratitude,would
suffered,wound
son,heir
put,white
spiteful,little
lust,low
give,right
since,prove
wearing,proud
let,turn
catch,bed
back,wine
better,wine
dorne,beautiful
leave,moment
greatest,soldiers
good,deal
day,high
infidels,ser
sit,upon
wanted,come
forgiving,back
tyrells,blood
bit,armor
stopped,carriage
deal,work
us,different
get,flea
less,less
tyrell,able
wagons,arrive
apples,blessed
drill,dawn
four,survives
men,fear
men,need
go,slave
kill,mother
says,make
pay,pain
like,know
asks,please
men,like
fighters,seven
font,color
wolf,little
black,magic
across,narrow
one,good
lay,father
bastard,got
put,castle
taken,back
going,take
landing,walking
lady,stark
company,humorless
stark,going
order,fall
unhappy,aspect
since,boy
escape,little
haired,little
kept,secret
safe,enough
rebelling,another
common,people
dotes,filthy
one,thing
loras,tyrell
beautiful,every
first,time
lord,renly
notion,fit
sons,renly
food,mean
cliff,whilst
lion,instead
smells,like
merciful,cut
betray,confidence
got,half
bran,survive
said,made
baby,home
woman,ever
give,true
unite,90
different,languages
ice,river
animals,see
killed,dead
torn,pieces
gets,back
way,find
ghar,offered
three,people
still,claws
minstrel,got
tie,steal
er,hall
little,cub
left,lad
back,put
fear,us
want,burn
starving,look
half,country
high,point
lady,tyrell
change,renly
ill,dead
ought,speak
sword,put
night,war
finest,weapons
glory,house
right,thousands
needs,sister
find,needing
life,saw
liked,skinny
drink,make
way,harrenhal
current,could
like,common
knights,felt
woman,getting
go,father
greatest,soldiers
want,burn
animals,see
gets,back
go,father
ec14bd,sync
tywin,mad
casterly,rock
robb,understands
lannister,14
old,small
lord,hoster
roose,bolton
make,lord
make,worthy
known,since
would,make
add,aunt
absence,would
hard,days
leave,crown
position,best
high,air
roared,smelled
wailed,maid
honey,hair
brown,covered
girl,summer
bear,maiden
would,taken
would,ended
love,overpraise
could,make
ned,stark
bow,little
man,face
every,shit
think,even
said,many
would,leave
sun,came
gamble,coming
commander,night
20,good
black,defenses
war,old
old,wall
wall,every
light,biggest
pig,better
bloody,fires
requires,king
throne,ancestors
hands,thing
fought,ser
sword,unless
kill,want
led,army
last,dragon
valiantly,rhaegar
says,sell
pick,swords
kraznys,give
give,three
asks,propose
dragons,slaves
punishment,taken
one,slaves
hungry,may
keep,royal
boy,significant
heard,joke
finest,men
seven,kingdoms
twatbeard,made
colleague,ser
repayment,putting
needs,money
loans,bank
another,always
whore,turn
home,winter
jaime,king
would,pay
study,books
every,day
gold,get
till,end
keep,chained
spare,partridge
ec14bd,sync
brown,covered
boys,goat
spun,right
pure,fair
honey,hair
summer,air
honey,hair
brown,covered
girl,summer
bear,♪
maid,pure
dance,hairy
knight,bear
brown,covered
brown,covered
girl,summer
bear,♪
ned,stark
make,worthy
way,find
pig,better
home,winter
honeybunny,www
sister,go
seen,man
made,master
meant,use
contents,man
far,side
says,go
told,us
us,like
lord,tyrion
pursue,enduring
lose,interest
held,main
deal,room
wildfire,would
see,last
margaery,find
returned,storm
mile,real
laid,siege
like,rain
father,face
last,living
yara,take
like,ever
lost,head
took,tyrion
us,defeat
life,children
painted,chamber
welcome,king
spies,came
certain,hopes
lands,wealth
dangerous,men
back,inside
family,health
like,goddess
horrible,skin
look,like
slides,die
lord,darling
pretend,happy
friends,good
night,harvest
leave,king
foot,could
bannen,could
man,99
gon,na
got,hidden
cold,empty
wolves,lions
crooked,spear
king,joffrey
ordered,execute
seen,things
bloody,well
girls,seven
built,upon
prince,aegon
wise,blood
healthy,ones
honeybunny,www
us,defeat
would,let
son,kingslayer
willem,lannister
lannister,14
00ff00,♪
light,upon
give,us
light,upon
god,likes
crows,patrolling
check,structural
heading,could
remain,castle
like,kite
inside,make
gods,built
leave,cave
unless,want
laid,siege
would,take
arm,make
best,interests
family,well
look,leave
better,asked
discuss,financial
discuss,financial
might,survive
bushels,barley
place,think
kill,long
mott,king
day,get
murder,two
die,battlefield
scolding,sets
watch,others
liar,well
long,remain
men,flows
men,sentence
father,great
back,man
wish,life
service,lord
oh,oh
take,wing
oh,oh
back,present
lannister,die
king,landing
pick,losing
make,sure
wine,sleep
g,together
dust,king
metal,16
man,knighted
years,fighting
like,serve
given,new
red,flea
small,council
king,robert
knows,needs
never,ride
replace,karstarks
already,sided
daughter,supposed
soon,joffrey
spar,proper
flowers,engaged
new,friends
sansa,stark
lost,half
stark,heir
helping,us
first,kill
stark,different
poor,girl
took,father
finer,reward
north,secure
name,far
oh,oh
take,wing
oh,oh
oh,oh
crack,open
come,dance
come,dance
something,fist
see,top
burning,long
face,stern
judges,right
lives,short
little,children
gives,gift
every,wife
smile,ends
way,handle
shot,dozen
na,punch
else,sitting
would,say
thank,north
mouth,girl
got,stick
met,put
met,held
rabbits,quicker
tree,within
come,every
smaller,every
half,hundred
men,qhorin
mance,rayder
care,live
care,live
pretty,cock
holds,taking
men,little
back,center
wants,arrow
lord,brought
westeros,believe
children,make
every,recite
lance,one
life,lord
horses,food
beg,cut
karstark,robb
ask,one
summons,us
requires,formal
lord,frey
lord,edmure
wed,good
ferret,choose
another,man
daughters,since
make,amends
lannister,king
left,harrenhal
would,pay
north,summary
thing,kill
father,would
keeping,father
continue,without
stomach,bloodshed
us,well
quite,strong
cousins,lord
two,boys
many,people
put,swords
throwing,prized
give,loras
prized,flower
protected,skilled
brooch,sort
wedding,since
certainly,come
sacked,city
still,rotting
odd,way
one,would
life,still
may,come
anything,dull
green,gold
lord,tyrion
king,joffrey
want,hear
aegon,fallen
breath,balerion
see,friends
waiting,swallow
requires,lord
certainly,come
king,joffrey
lord,brought
ec14bd,sync
black,took
banging,drums
carry,house
boys,banging
right,foot
