season,episode,line_number,start_time,end_time,lines
6,4,323,"00:24:51,774","00:24:54,708","Told you, I'm very
attached to this knife.
"
6,4,324,"00:24:56,279","00:24:57,778","You all right?
"
6,4,325,"00:24:57,880","00:25:00,048","If they find a body with a stab wound,
"
6,4,326,"00:25:00,150","00:25:02,517","the whole city will be looking for us.
"
6,4,327,"00:25:30,578","00:25:35,308","_
"
6,4,328,"00:25:35,591","00:25:40,572","_
"
6,4,329,"00:25:40,609","00:25:42,554","_
"
6,4,330,"00:25:42,581","00:25:45,727","_
"
6,4,331,"00:25:45,986","00:25:48,017","_
"
6,4,332,"00:25:48,556","00:25:50,676","_
"
6,4,333,"00:25:50,935","00:25:55,392","_
"
6,4,334,"00:25:55,650","00:25:58,096","_
"
6,4,335,"00:25:59,521","00:26:04,431","_
"
6,4,336,"00:26:04,743","00:26:06,704","_
"
6,4,337,"00:26:06,851","00:26:09,594","_
"
6,4,338,"00:26:09,835","00:26:15,843","_
"
6,4,339,"00:26:16,035","00:26:19,231","_
"
6,4,340,"00:26:20,180","00:26:22,076","_
"
6,4,341,"00:26:23,126","00:26:25,974","_
"
6,4,342,"00:26:26,140","00:26:27,760","_
"
6,4,343,"00:26:27,827","00:26:30,430","_
"
6,4,344,"00:26:31,893","00:26:33,571","_
"
6,4,345,"00:26:35,155","00:26:36,876","_
"
6,4,346,"00:26:37,162","00:26:39,013","_
"
6,4,347,"00:26:39,209","00:26:40,903","_
"
6,4,348,"00:26:42,043","00:26:44,432","_
"
6,4,349,"00:26:44,543","00:26:45,740","_
"
6,4,350,"00:26:46,547","00:26:49,013","_
"
6,4,351,"00:26:50,573","00:26:53,049","_
"
6,4,352,"00:26:53,103","00:26:55,571","_
"
6,4,353,"00:26:58,785","00:27:01,040","_
"
6,4,354,"00:27:01,087","00:27:02,494","_
"
6,4,355,"00:27:02,529","00:27:05,219","_
"
6,4,356,"00:27:05,389","00:27:07,637","_
"
6,4,357,"00:27:07,722","00:27:12,415","_
"
6,4,358,"00:27:13,015","00:27:15,183","- No, don't hurt her.
- She'll give us away.
"
6,4,359,"00:27:15,285","00:27:17,017","We have to go now.
"
6,4,360,"00:27:21,824","00:27:24,525","We will never get out
of Vaes Dothrak alive.
"
6,4,361,"00:27:24,627","00:27:27,027","All we can do is try.
"
6,4,362,"00:27:27,129","00:27:29,330","No.
"
6,4,363,"00:27:29,432","00:27:31,632","We can do more than that.
"
6,4,364,"00:27:31,734","00:27:33,334","And you're going to help me.
"
6,4,365,"00:27:36,153","00:27:37,596","_
"
6,4,366,"00:27:37,741","00:27:39,694","_
"
6,4,367,"00:27:39,798","00:27:41,646","_
"
6,4,368,"00:28:42,739","00:28:46,474","If I were to let you leave
right now, where would you go?
"
6,4,369,"00:28:47,366","00:28:49,243","What would you seek out?
"
6,4,370,"00:28:51,180","00:28:53,681","I'd go to my brother,
"
6,4,371,"00:28:53,783","00:28:55,249","my husband, my family.
"
6,4,372,"00:28:55,351","00:28:59,453","Of course, but for you, that
means seeking out money,
"
6,4,373,"00:28:59,555","00:29:02,423","finery, power.
"
6,4,374,"00:29:02,525","00:29:06,327","Seeking out your family
means seeking out sin.
"
6,4,375,"00:29:06,429","00:29:08,329","I'm not maligning you.
"
6,4,376,"00:29:08,431","00:29:11,365","I sought those things out, too.
"
6,4,377,"00:29:11,467","00:29:13,668","To the exclusion of all else.
"
6,4,378,"00:29:15,538","00:29:17,305","My father was a cobbler.
"
6,4,379,"00:29:17,407","00:29:21,575","He died when I was young
and I took over his shop.
"
6,4,380,"00:29:21,678","00:29:24,178","He was a simple man and
he made simple shoes.
"
6,4,381,"00:29:24,280","00:29:27,682","But I found that the more
work I put into my shoes,
"
6,4,382,"00:29:27,784","00:29:28,982","the more people wanted them.
"
6,4,383,"00:29:29,084","00:29:32,152","Fine leather, ornamentation,
"
6,4,384,"00:29:32,254","00:29:36,123","detailing, and time.
"
6,4,385,"00:29:36,225","00:29:37,925","Time most of all.
"
6,4,386,"00:29:38,027","00:29:40,628","Dozens of hours spent on a single pair.
"
6,4,387,"00:29:40,730","00:29:42,463","Quality takes time.
"
6,4,388,"00:29:42,565","00:29:44,498","Yes.
"
6,4,389,"00:29:44,600","00:29:46,667","I imagine you've worn a year
"
6,4,390,"00:29:46,769","00:29:49,737","of someone's life on your back.
"
6,4,391,"00:29:49,839","00:29:52,172","The highborn liked to cover
their feet with my time
"
6,4,392,"00:29:52,274","00:29:55,275","and they paid well for the privilege.
"
6,4,393,"00:29:55,378","00:29:56,944","I used their money
"
6,4,394,"00:29:57,046","00:29:59,780","to buy a taste of their
lives for myself.
"
6,4,395,"00:29:59,882","00:30:02,015","Each time I indulged,
"
6,4,396,"00:30:02,117","00:30:06,220","I felt myself ascending
to something better.
"
6,4,397,"00:30:06,322","00:30:08,322","And one day you walked
through a graveyard
"
6,4,398,"00:30:08,424","00:30:10,123","and realized it was all for nothing
"
6,4,399,"00:30:10,226","00:30:12,760","and set out on the
path to righteousness.
"
6,4,400,"00:30:12,862","00:30:15,463","Book of the Stranger, verse 25.
"
6,4,401,"00:30:15,565","00:30:18,098","You know ""The Seven-Pointed Star.""
"
6,4,402,"00:30:18,200","00:30:20,868","Septa Unella reads it to me. At me.
"
6,4,403,"00:30:20,970","00:30:24,805","Yes, yes, she does enjoy
reading at people.
"
6,4,404,"00:30:26,509","00:30:27,908","You're close.
"
6,4,405,"00:30:29,044","00:30:31,078","But it wasn't a graveyard.
"
6,4,406,"00:30:31,180","00:30:33,013","It was a feast.
"
6,4,407,"00:30:33,115","00:30:35,383","I bought old fine wine
"
6,4,408,"00:30:35,485","00:30:37,518","and young pretty girls
"
6,4,409,"00:30:37,620","00:30:41,321","and invited my friends to
come and share it all.
"
6,4,410,"00:30:41,424","00:30:44,825","We passed around the wine,
passed around the women,
"
6,4,411,"00:30:44,927","00:30:47,661","and soon we fell into a stupor.
"
6,4,412,"00:30:50,966","00:30:53,734","I woke before dawn.
"
6,4,413,"00:30:53,836","00:30:56,970","I could barely stand.
"
6,4,414,"00:30:57,072","00:31:01,809","Everyone else was asleep on
the couches or on the floor,
"
6,4,415,"00:31:01,911","00:31:06,547","lying in heaps next to
their fine clothes.
"
6,4,416,"00:31:06,649","00:31:09,082","The truth of their bodies laid bare.
"
6,4,417,"00:31:11,153","00:31:13,987","I could smell them
"
6,4,418,"00:31:14,089","00:31:17,425","beneath the incense and the perfume
"
6,4,419,"00:31:17,527","00:31:21,228","and the fine food that had
already started to turn.
"
6,4,420,"00:31:23,365","00:31:26,567","And I saw it with perfect clarity.
"
6,4,421,"00:31:27,637","00:31:29,970","I saw what my sins were.
"
6,4,422,"00:31:31,474","00:31:34,341","The gold I had, the wine I
drank, the women I used,
"
6,4,423,"00:31:34,444","00:31:38,646","my ceaseless struggle to
maintain my position.
"
6,4,424,"00:31:43,319","00:31:45,586","It was all part of a story.
"
6,4,425,"00:31:47,990","00:31:51,058","A story I was telling
myself about who I was.
"
6,4,426,"00:31:52,061","00:31:53,627","A collection of lies
"
6,4,427,"00:31:53,729","00:31:55,696","that would disappear in the light.
"
6,4,428,"00:31:55,798","00:31:59,700","The people I was trying
to climb away from,
"
6,4,429,"00:31:59,802","00:32:01,268","the beggars in the street,
"
6,4,430,"00:32:01,370","00:32:02,903","the poor,
"
6,4,431,"00:32:03,005","00:32:06,774","they were closer to the
truth than I ever was.
"
6,4,432,"00:32:06,876","00:32:09,409","So what did you do?
"
6,4,433,"00:32:09,512","00:32:11,378","I left to go and find them.
"
6,4,434,"00:32:11,481","00:32:15,082","I didn't even put on my shoes.
"
6,4,435,"00:32:15,184","00:32:19,086","I walked out the door
and never went back.
"
6,4,436,"00:32:24,827","00:32:26,794","Come, let's go and see him.
"
6,4,437,"00:32:27,997","00:32:30,297","- Who?
- Your brother.
"
6,4,438,"00:32:46,382","00:32:47,648","Loras.
"
6,4,439,"00:32:54,089","00:32:56,156","Loras.
"
6,4,440,"00:33:15,044","00:33:16,911","Listen to me.
"
6,4,441,"00:33:17,013","00:33:18,879","You need to stay strong.
"
6,4,442,"00:33:22,317","00:33:24,785","I can't stay strong.
"
6,4,443,"00:33:24,887","00:33:26,654","I never was strong.
"
6,4,444,"00:33:26,756","00:33:28,522","You are strong.
"
6,4,445,"00:33:28,624","00:33:30,958","You are the future of our house,
"
6,4,446,"00:33:31,060","00:33:32,459","the future of our family.
"
6,4,447,"00:33:32,562","00:33:35,128","I don't care about that.
"
6,4,448,"00:33:37,099","00:33:39,366","Have you... have you told them that?
"
6,4,449,"00:33:39,468","00:33:40,935","That you don't care?
"
6,4,450,"00:33:41,037","00:33:45,039","I just want it to stop.
"
6,4,451,"00:33:47,443","00:33:49,276","Help me.
"
6,4,452,"00:33:55,851","00:33:58,619","They want me to help you.
"
6,4,453,"00:33:59,989","00:34:02,723","They want me to help tear you down.
"
6,4,454,"00:34:02,825","00:34:05,793","That's why he's letting me see you.
I know it is.
"
6,4,455,"00:34:05,895","00:34:09,563","And if either of us give in to
what they want, then they win.
"
6,4,456,"00:34:09,665","00:34:11,364","Let them win.
"
6,4,457,"00:34:13,302","00:34:14,768","Just make it stop.
"
6,4,458,"00:34:14,870","00:34:17,071","Please.
"
6,4,459,"00:34:19,222","00:34:20,608","All right.
"
6,4,460,"00:34:25,147","00:34:28,983","And now, how to avert disaster
with our current predicament.
"
6,4,461,"00:34:29,085","00:34:31,251","This High Sparrow.
"
6,4,462,"00:34:31,353","00:34:34,321","I have dealt with fanatics of
every description, Your Grace.
"
6,4,463,"00:34:34,423","00:34:38,058","Not setting them off, that's
the most important thing.
"
6,4,464,"00:34:38,160","00:34:41,361","You are beset with enemies
both within and without.
"
6,4,465,"00:34:41,463","00:34:43,130","What are you doing here?
"
6,4,466,"00:34:45,868","00:34:49,269","I am advising the king on
our current predicament.
"
6,4,467,"00:34:49,371","00:34:52,740","- Leave.
- I am a member of the small council.
"
6,4,468,"00:34:52,842","00:34:54,074","The king...
"
6,4,469,"00:34:54,176","00:34:56,810","Is this a small council meeting?
"
6,4,470,"00:34:56,912","00:34:58,178","Obviously not.
"
6,4,471,"00:34:58,280","00:35:01,381","I'm here to lend my
wisdom and my support.
"
6,4,472,"00:35:01,483","00:35:04,718","Thank you for your
counsel, Grand Maester.
"
6,4,473,"00:35:04,820","00:35:06,720","That will be all for now.
"
6,4,474,"00:35:06,822","00:35:08,588","Your Grace.
"
6,4,475,"00:35:32,381","00:35:35,916","Since I've missed the past
several small council meetings,
"
6,4,476,"00:35:36,018","00:35:38,786","I wanted to speak to you
about a few things.
"
6,4,477,"00:35:40,489","00:35:42,790","I've been thinking about
the High Sparrow.
"
6,4,478,"00:35:42,892","00:35:45,559","As have we all, unfortunately.
"
6,4,479,"00:35:45,661","00:35:48,562","We need to be careful in
dealing with such a man.
"
6,4,480,"00:35:50,032","00:35:52,465","To prevent things from
escalating any further.
"
6,4,481,"00:35:54,603","00:35:56,837","We have to be careful
not to antagonize him.
"
6,4,482,"00:35:56,939","00:35:59,339","He has Margaery. We
can't put her at risk.
"
6,4,483,"00:35:59,441","00:36:02,176","- He's dangerous.
- Look at me.
"
6,4,484,"00:36:02,277","00:36:04,111","What did they do to me?
"
6,4,485,"00:36:04,213","00:36:06,146","To the king's own mother?
"
6,4,486,"00:36:10,720","00:36:13,353","It's all right.
"
6,4,487,"00:36:13,455","00:36:15,889","It's done. It's in the past.
"
6,4,488,"00:36:15,991","00:36:18,225","And of course
"
6,4,489,"00:36:18,327","00:36:21,028","Margaery's safety is paramount.
"
6,4,490,"00:36:22,397","00:36:26,266","You don't like Margaery, do you?
"
6,4,491,"00:36:28,003","00:36:31,105","Whether I like her or not
is completely unimportant.
"
6,4,492,"00:36:33,575","00:36:35,175","Margaery is the queen.
"
6,4,493,"00:36:36,779","00:36:39,880","Queens must command respect.
Kings even more so.
"
6,4,494,"00:36:39,982","00:36:42,783","Not just for their own
sake, but for everyone's.
"
6,4,495,"00:36:44,754","00:36:48,188","The High Sparrow has no
respect for kings or queens.
"
6,4,496,"00:36:48,290","00:36:50,124","No respect for anything in this world.
"
6,4,497,"00:36:50,226","00:36:53,127","He has no use for the
things of this world.
"
6,4,498,"00:36:53,229","00:36:56,864","He wants to knock them down
and replace them with what?
"
6,4,499,"00:36:56,966","00:36:59,066","With fantasies.
"
6,4,500,"00:36:59,168","00:37:01,168","With beggars in the street.
"
6,4,501,"00:37:01,270","00:37:02,469","With nothing.
"
6,4,502,"00:37:04,473","00:37:06,039","Mother...
"
6,4,503,"00:37:07,676","00:37:09,309","there's something I want to tell you.
"
6,4,504,"00:37:10,780","00:37:13,080","Something the High Sparrow told me.
"
6,4,505,"00:37:15,885","00:37:17,584","You've spoken with him?
"
6,4,506,"00:37:19,554","00:37:22,990","I promised him I wouldn't tell anyone.
If he found out I told...
"
6,4,507,"00:37:23,092","00:37:25,893","It would be a breach of confidence
which he would not take lightly
"
6,4,508,"00:37:25,995","00:37:28,762","given his constant
prattling about the truth.
"
6,4,509,"00:37:31,967","00:37:34,401","I am your mother.
"
6,4,510,"00:37:35,437","00:37:37,470","You can always trust me.
"
6,4,511,"00:37:45,480","00:37:48,882","The small council meeting has been
postponed on the king's orders.
"
6,4,512,"00:37:48,984","00:37:51,318","I would have thought we were
perfectly clear the first time.
"
6,4,513,"00:37:51,420","00:37:54,487","- You're not welcome. - You once
spoke of your respect for our father
"
6,4,514,"00:37:54,589","00:37:57,324","because he understood the necessity
of working with one's rivals.
"
6,4,515,"00:37:57,426","00:38:02,262","My dear, you have been stripped
of your dignity and authority,
"
6,4,516,"00:38:02,364","00:38:05,365","publically shamed, and
confined to the Red Keep.
"
6,4,517,"00:38:05,467","00:38:07,701","What's left to work with?
"
6,4,518,"00:38:07,803","00:38:10,204","Cersei is the mother of the king.
"
6,4,519,"00:38:10,306","00:38:13,006","She has the king's ear and his trust.
"
6,4,520,"00:38:13,108","00:38:15,042","And the king has been speaking regularly
"
6,4,521,"00:38:15,144","00:38:18,545","with the High Sparrow about
Queen Margaery and Ser Loras.
"
6,4,522,"00:38:18,647","00:38:20,280","The High Sparrow seized power
"
6,4,523,"00:38:20,382","00:38:24,252","knowing full well we'd bicker amongst
ourselves instead of seizing it back.
"
6,4,524,"00:38:24,253","00:38:26,053","Here we are. Well done to us.
"
6,4,525,"00:38:26,155","00:38:28,255","Now the future of the Seven Kingdoms
"
6,4,526,"00:38:28,357","00:38:30,190","rests in his dirty peasant hands.
"
6,4,527,"00:38:30,292","00:38:33,060","In a few days, he'll
have a trial for me.
"
6,4,528,"00:38:33,162","00:38:36,730","But before that, Queen Margaery
will make her walk of atonement.
"
6,4,529,"00:38:36,832","00:38:40,433","Yes, Margaery will repent her sins
"
6,4,530,"00:38:40,535","00:38:42,502","before the good people of the city.
"
6,4,531,"00:38:42,604","00:38:45,072","Oh, no.
"
6,4,532,"00:38:45,174","00:38:47,975","That cannot happen.
"
6,4,533,"00:38:48,077","00:38:49,877","That will not happen.
"
6,4,534,"00:38:49,979","00:38:51,644","I agree.
"
6,4,535,"00:38:54,283","00:38:57,184","You've got the second
largest army in Westeros.
"
6,4,536,"00:38:57,286","00:38:58,718","You'll bring them into the city,
"
6,4,537,"00:38:58,820","00:39:01,488","stop Queen Margaery's
humiliation before it starts,
"
6,4,538,"00:39:01,590","00:39:03,991","and take her back into Crown custody.
"
6,4,539,"00:39:04,093","00:39:07,827","The king has ordered me to take no
action against the High Sparrow
"
6,4,540,"00:39:07,930","00:39:11,031","or the Faith Militant out of
fear for the queen's safety.
"
6,4,541,"00:39:11,133","00:39:12,966","You will take no action at all.
"
6,4,542,"00:39:13,068","00:39:15,602","When the Tyrell armies
come, you will stand down.
"
6,4,543,"00:39:15,704","00:39:19,373","Are you expressly forbidden
from standing down?
"
6,4,544,"00:39:19,474","00:39:22,342","No, but if the king should call...
"
6,4,545,"00:39:22,444","00:39:25,212","The whole thing will be over before
anyone can call on you to do anything.
"
6,4,546,"00:39:25,314","00:39:29,449","When the High Sparrow is in
custody or dead, preferably,
"
6,4,547,"00:39:29,551","00:39:32,085","and Margaery's back at Tommen's side,
"
6,4,548,"00:39:32,187","00:39:34,288","do you think the king will
be angry at the outcome?
"
6,4,549,"00:39:34,390","00:39:37,124","You hate these fanatics
as much as we do.
"
6,4,550,"00:39:37,226","00:39:40,493","You hate what they've done to your son.
"
6,4,551,"00:39:40,595","00:39:42,462","Do you want Lancel back?
"
6,4,552,"00:39:42,564","00:39:44,431","Or have you given him up for good?
"
6,4,553,"00:39:46,235","00:39:48,468","Of course I want him back.
"
6,4,554,"00:39:51,873","00:39:53,473","Then stand aside
"
6,4,555,"00:39:53,575","00:39:56,776","and let the people that took
him from you be destroyed.
"
6,4,556,"00:40:00,349","00:40:02,149","If it doesn't go as planned,
"
6,4,557,"00:40:02,251","00:40:04,617","the sparrows have many
friends in this city.
"
6,4,558,"00:40:04,719","00:40:07,454","We'll have civil war. Many will die.
"
6,4,559,"00:40:07,556","00:40:09,957","Many will die no matter what we do.
"
6,4,560,"00:40:11,726","00:40:13,460","Better them than us.
"
6,4,561,"00:41:09,918","00:41:12,285","They told me you were home
and I didn't believe it.
"
6,4,562,"00:41:14,356","00:41:17,090","""Theon Greyjoy?"" I said.
"
6,4,563,"00:41:17,192","00:41:19,526","""He's dead.
"
6,4,564,"00:41:19,628","00:41:21,995","He's been dead a long time.""
"
6,4,565,"00:41:25,134","00:41:27,100","He let you go?
"
6,4,566,"00:41:27,202","00:41:28,668","I escaped.
"
6,4,567,"00:41:31,206","00:41:33,040","I can't hear you.
"
6,4,568,"00:41:33,142","00:41:34,807","I escaped.
"
6,4,569,"00:41:37,146","00:41:38,912","Look at me.
"
6,4,570,"00:41:47,589","00:41:48,988","Look at me!
"
6,4,571,"00:41:50,459","00:41:53,093","Men died trying to rescue you.
"
6,4,572,"00:41:53,195","00:41:54,794","Good men.
"
6,4,573,"00:41:54,896","00:41:56,363","My men.
"
6,4,574,"00:41:57,832","00:41:59,466","I'm sorry.
"
6,4,575,"00:41:59,568","00:42:01,601","You were my brother.
"
6,4,576,"00:42:01,703","00:42:04,737","You were a spoiled little
cunt, but you were my brother
"
6,4,577,"00:42:04,839","00:42:06,806","and I risked everything for you
"
6,4,578,"00:42:06,908","00:42:08,275","and you betrayed me.
"
6,4,579,"00:42:08,377","00:42:10,544","I know. I know and I'm sorry.
"
6,4,580,"00:42:10,645","00:42:11,945","Stop saying that.
"
6,4,581,"00:42:13,014","00:42:14,247","He broke me.
"
6,4,582,"00:42:14,349","00:42:17,050","He broke me into 1,000 pieces.
"
6,4,583,"00:42:17,152","00:42:18,518","- I know.
- You don't know.
"
6,4,584,"00:42:18,620","00:42:21,121","He sent us one of those pieces.
"
6,4,585,"00:42:21,223","00:42:23,190","That's why I came for you.
"
6,4,586,"00:42:29,231","00:42:31,131","Why did you come here?
"
6,4,587,"00:42:31,233","00:42:32,832","Where else could I go?
"
6,4,588,"00:42:32,934","00:42:36,636","You heard Father was dead and you
thought you'd claim the crown?
"
6,4,589,"00:42:36,738","00:42:38,705","No, no. I only heard he
died after we docked.
"
6,4,590,"00:42:38,807","00:42:41,708","You happen to show up on Pyke
right before the kingsmoot?
"
6,4,591,"00:42:41,810","00:42:43,276","I didn't know.
"
6,4,592,"00:42:46,281","00:42:49,483","You think any ironborn
wants you to be king
"
6,4,593,"00:42:49,585","00:42:51,384","after what you've done?
"
6,4,594,"00:42:51,487","00:42:53,453","I don't want to be king.
"
6,4,595,"00:42:53,555","00:42:56,789","What do you want?
"
6,4,596,"00:42:56,891","00:42:58,925","I should have listened to you.
You're the only one...
"
6,4,597,"00:42:59,027","00:43:01,361","That doesn't matter anymore.
Stop crying.
"
6,4,598,"00:43:01,463","00:43:03,463","Look at me.
"
6,4,599,"00:43:04,222","00:43:06,733","Tell me what you want.
"
6,4,600,"00:43:11,106","00:43:13,773","You should rule the Iron Islands.
"
6,4,601,"00:43:15,043","00:43:17,010","Let me help you.
"
6,4,602,"00:43:43,738","00:43:45,838","They've cleaned you up nicely.
"
6,4,603,"00:43:48,076","00:43:51,311","You know who I am?
"
6,4,604,"00:43:51,413","00:43:52,612","A lord.
"
6,4,605,"00:43:52,714","00:43:54,648","Yes.
"
6,4,606,"00:43:54,749","00:43:57,317","A lord.
"
6,4,607,"00:43:57,419","00:43:59,352","You've seen my banners?
"
6,4,608,"00:44:00,689","00:44:02,822","The flayed man.
"
6,4,609,"00:44:02,924","00:44:05,758","Does that worry you at all?
"
6,4,610,"00:44:05,860","00:44:07,360","You eat them after?
"
6,4,611,"00:44:11,032","00:44:12,265","No.
"
6,4,612,"00:44:12,367","00:44:15,368","Then I've seen worse.
"
6,4,613,"00:44:39,528","00:44:41,561","You served the Starks?
"
6,4,614,"00:44:41,663","00:44:44,197","Aye. They put me in chains
"
6,4,615,"00:44:44,299","00:44:46,165","and put a sword at my throat,
"
6,4,616,"00:44:46,268","00:44:47,534","so I served them.
"
6,4,617,"00:44:47,636","00:44:51,003","The Starks have been
gone for a long time,
"
6,4,618,"00:44:51,106","00:44:53,873","but you kept protecting Rickon.
"
6,4,619,"00:44:53,975","00:44:57,477","He'd fetch a good price
to the right buyer.
"
6,4,620,"00:44:57,579","00:44:59,346","I served his family a long time.
"
6,4,621,"00:44:59,448","00:45:01,581","Didn't get no wages.
"
6,4,622,"00:45:01,683","00:45:04,817","Way I see it, I'm owed.
"
6,4,623,"00:45:06,955","00:45:09,556","Be that as it may,
"
6,4,624,"00:45:09,658","00:45:12,125","Rickon's not yours to sell anymore.
"
6,4,625,"00:45:12,227","00:45:13,893","He's mine.
"
6,4,626,"00:45:13,995","00:45:17,029","So what use could I
possibly have for you?
"
6,4,627,"00:45:19,434","00:45:21,768","I can give you what you want.
"
6,4,628,"00:45:21,870","00:45:24,103","And you're sure you know what that is?
"
6,4,629,"00:45:25,707","00:45:29,208","Same thing men always want.
"
6,4,630,"00:45:29,311","00:45:33,513","And when they really want it,
they give it a bath first.
"
6,4,631,"00:45:41,823","00:45:44,090","You're a good talker.
"
6,4,632,"00:45:46,361","00:45:48,227","I like that.
"
6,4,633,"00:45:55,804","00:45:59,539","You're a much better
talker than Theon Greyjoy.
"
6,4,634,"00:46:00,942","00:46:02,742","That so?
"
6,4,635,"00:46:02,844","00:46:05,144","I had to work hard to get him talking.
"
6,4,636,"00:46:05,246","00:46:07,747","But he talked.
"
6,4,637,"00:46:07,849","00:46:09,516","They all do.
"
6,4,638,"00:46:09,618","00:46:12,385","He told me everything.
"
6,4,639,"00:46:12,487","00:46:15,322","All about the Stark boys,
"
6,4,640,"00:46:15,424","00:46:17,657","who helped them escape,
"
6,4,641,"00:46:17,759","00:46:19,091","and how she did it.
"
6,4,642,"00:46:47,556","00:46:49,456","Open the gate!
"
6,4,643,"00:47:36,538","00:47:38,638","Sorry about the food.
"
6,4,644,"00:47:38,740","00:47:40,774","It's not what we're known for.
"
6,4,645,"00:47:40,876","00:47:43,342","That's all right. There are
more important things.
"
6,4,646,"00:47:48,349","00:47:50,182","A letter for you, Lord Commander.
"
6,4,647,"00:47:51,986","00:47:53,887","I'm not Lord Commander anymore.
"
6,4,648,"00:48:13,842","00:48:16,375","""To the traitor and bastard Jon Snow.
"
6,4,649,"00:48:16,478","00:48:19,712","You allowed thousands of
wildlings past the Wall.
"
6,4,650,"00:48:19,815","00:48:21,280","You have betrayed your own kind.
"
6,4,651,"00:48:21,382","00:48:23,249","You have betrayed the North.
"
6,4,652,"00:48:23,351","00:48:26,486","Winterfell is mine, bastard.
Come and see.
"
6,4,653,"00:48:28,089","00:48:30,156","Your brother Rickon is in my dungeon.
"
6,4,654,"00:48:38,834","00:48:40,834","His direwolf's skin is on my floor.
"
6,4,655,"00:48:40,936","00:48:43,269","Come and see. I want my bride back.
"
6,4,656,"00:48:43,371","00:48:47,106","Send her to me, bastard, and I will not
trouble you or your wildling lovers.
"
6,4,657,"00:48:47,208","00:48:50,309","Keep her from me and I will
ride north and slaughter
"
6,4,658,"00:48:50,411","00:48:53,913","every wildling man, woman, and
babe living under your protection.
"
6,4,659,"00:48:54,015","00:48:57,450","You will watch as I skin them living.
You... ""
"
6,4,660,"00:48:59,788","00:49:01,420","Go on.
"
6,4,661,"00:49:01,523","00:49:03,322","It's just more of the same.
"
6,4,662,"00:49:08,196","00:49:11,798","""You will watch as my soldiers
take turns raping your sister.
"
6,4,663,"00:49:13,301","00:49:14,601","You will watch as my dogs
"
6,4,664,"00:49:14,703","00:49:17,303","devour your wild little brother.
"
6,4,665,"00:49:19,340","00:49:22,976","Then I will spoon your eyes from their
sockets and let my dogs do the rest.
"
6,4,666,"00:49:23,077","00:49:27,013","Come and see. Ramsay
Bolton, Lord of Winterfell
"
6,4,667,"00:49:27,115","00:49:28,848","and Warden of the North.""
"
6,4,668,"00:49:32,387","00:49:36,322","Lord of Winterfell and
Warden of the North.
"
6,4,669,"00:49:36,424","00:49:39,325","His father's dead.
"
6,4,670,"00:49:39,427","00:49:40,960","Ramsay killed him.
"
6,4,671,"00:49:41,062","00:49:43,429","- And now he has Rickon.
- We don't know that.
"
6,4,672,"00:49:43,532","00:49:45,932","Yes, we do.
"
6,4,673,"00:49:46,034","00:49:48,535","How many men does he have in his army?
"
6,4,674,"00:49:50,605","00:49:54,340","I heard him say 5,000 once when he
was talking about Stannis's attack.
"
6,4,675,"00:49:54,442","00:49:56,809","How many do you have?
"
6,4,676,"00:49:56,912","00:49:59,879","That can march and fight?
"
6,4,677,"00:49:59,981","00:50:01,714","2,000.
"
6,4,678,"00:50:03,018","00:50:05,718","The rest are children and old people.
"
6,4,679,"00:50:10,425","00:50:13,359","You're the son of the last
true Warden of the North.
"
6,4,680,"00:50:13,461","00:50:17,096","Northern families are loyal.
They'll fight for you if you ask.
"
6,4,681,"00:50:19,233","00:50:23,436","A monster has taken our
home and our brother.
"
6,4,682,"00:50:24,873","00:50:27,874","We have to go back to
Winterfell and save them both.
"
6,4,683,"00:50:39,866","00:50:42,831","_
"
6,4,684,"00:50:42,871","00:50:46,151","_
"
6,4,685,"00:50:46,189","00:50:48,084","_
"
6,4,686,"00:50:48,142","00:50:50,934","_
"
6,4,687,"00:50:50,987","00:50:54,240","_
"
6,4,688,"00:50:54,289","00:50:56,611","_
"
6,4,689,"00:50:56,670","00:50:58,451","_
"
6,4,690,"00:50:58,494","00:51:00,956","_
"
6,4,691,"00:51:01,001","00:51:02,401","_
"
6,4,692,"00:51:08,722","00:51:11,075","_
"
6,4,693,"00:51:33,726","00:51:37,445","_
"
6,4,694,"00:51:37,526","00:51:39,277","_
"
6,4,695,"00:51:39,344","00:51:41,209","_
"
6,4,696,"00:51:41,264","00:51:43,752","_
"
6,4,697,"00:51:43,803","00:51:44,917","_
"
6,4,698,"00:51:44,973","00:51:46,531","_
"
6,4,699,"00:51:47,255","00:51:50,213","_
"
6,4,700,"00:51:50,261","00:51:52,702","_
"
6,4,701,"00:51:52,750","00:51:55,657","_
"
6,4,702,"00:51:55,698","00:51:57,099","_
"
6,4,703,"00:51:57,152","00:51:59,779","_
"
6,4,704,"00:51:59,824","00:52:03,205","_
"
6,4,705,"00:52:03,250","00:52:05,641","_
"
6,4,706,"00:52:06,246","00:52:09,006","_
"
6,4,707,"00:52:11,431","00:52:13,913","_
"
6,4,708,"00:52:14,215","00:52:17,552","_
"
6,4,709,"00:52:17,618","00:52:19,008","_
"
6,4,710,"00:52:19,096","00:52:21,027","_
"
6,4,711,"00:52:21,065","00:52:22,751","_
"
6,4,712,"00:52:22,809","00:52:25,034","_
"
6,4,713,"00:52:25,082","00:52:26,648","_
"
6,4,714,"00:52:26,696","00:52:28,841","_
"
6,4,715,"00:52:28,896","00:52:31,501","_
"
6,4,716,"00:52:31,649","00:52:35,596","_
"
